Package,License,Application Compatibility Level
gcc-offload-amdgcn,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
gcc-offload-nvptx,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
gcc-plugin-annobin,GPL-3.0-or-later AND LGPL-3.0-or-later AND (GPL-3.0-or-later WITH GCC-exception-3.1) AND (GPL-3.0-or-later WITH Texinfo-exception) AND (LGPL-2.1-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GCC-exception-2.0) AND (GPL-2.0-or-later WITH GNU-compiler-exception) AND BSL-1.0 AND GFDL-1.3-or-later AND Linux-man-pages-copyleft-2-para AND SunPro AND BSD-1-Clause AND BSD-2-Clause AND BSD-2-Clause-Views AND BSD-3-Clause AND BSD-4-Clause AND BSD-Source-Code AND Zlib AND MIT AND Apache-2.0 AND (Apache-2.0 WITH LLVM-Exception) AND ZPL-2.1 AND ISC AND LicenseRef-Fedora-Public-Domain AND HP-1986 AND curl AND Martin-Birgmeier AND HPND-Markus-Kuhn AND dtoa AND SMLNJ AND AMD-newlib AND OAR AND HPND-merchantability-variant AND HPND-Intel,2
gcr,LGPL-2.1-or-later AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs,2
gcr-devel,LGPL-2.1-or-later AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs,2
gcr-libs,LGPL-2.1-or-later AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs,2
gcr3,LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs,2
gcr3-base,LGPL-2.1-or-later AND LicenseRef-Fedora-Public-Domain AND FSFULLRWD AND (LGPL-3.0-or-later OR CC-BY-SA-3.0) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND GCR-docs,2
gd,GD,2
gd-devel,GD,2
gdb,GPL-3.0-or-later AND BSD-3-Clause AND FSFAP AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain AND GFDL-1.3-or-later AND LGPL-2.0-or-later WITH GCC-exception-2.0 AND GPL-3.0-or-later WITH GCC-exception-3.1 AND GPL-2.0-or-later WITH GNU-compiler-exception,2
gdb-doc,GFDL,Not Applicable
gdb-gdbserver,GPL-3.0-or-later AND BSD-3-Clause AND FSFAP AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain AND GFDL-1.3-or-later AND LGPL-2.0-or-later WITH GCC-exception-2.0 AND GPL-3.0-or-later WITH GCC-exception-3.1 AND GPL-2.0-or-later WITH GNU-compiler-exception,2
gdb-headless,GPL-3.0-or-later AND BSD-3-Clause AND FSFAP AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain AND GFDL-1.3-or-later AND LGPL-2.0-or-later WITH GCC-exception-2.0 AND GPL-3.0-or-later WITH GCC-exception-3.1 AND GPL-2.0-or-later WITH GNU-compiler-exception,2
gdb-minimal,GPL-3.0-or-later AND BSD-3-Clause AND FSFAP AND LGPL-2.1-or-later AND GPL-2.0-or-later AND LGPL-2.0-or-later AND LicenseRef-Fedora-Public-Domain AND GFDL-1.3-or-later AND LGPL-2.0-or-later WITH GCC-exception-2.0 AND GPL-3.0-or-later WITH GCC-exception-3.1 AND GPL-2.0-or-later WITH GNU-compiler-exception,2
gdk-pixbuf2,LGPL-2.1-or-later,2
gdk-pixbuf2-devel,LGPL-2.1-or-later,2
gdk-pixbuf2-modules,LGPL-2.1-or-later,2
gdm,GPL-2.0-or-later,2
geoclue2,GPL-2.0-or-later,2
geoclue2-libs,LGPL-2.0-or-later AND LGPL-2.1-or-later,2
geocode-glib,LGPL-2.0-or-later AND BSD-3-Clause,2
geolite2-city,CC-BY-SA-4.0 AND CC-BY-3.0,2
geolite2-country,CC-BY-SA-4.0 AND CC-BY-3.0,2
gettext,GPL-3.0-or-later AND LGPL-2.0-or-later AND GFDL-1.2-or-later,2
gettext-common-devel,GPL-3.0-or-later,2
gettext-devel,LGPL-2.0-or-later AND GPL-3.0-or-later AND GFDL-1.2-or-later,2
gettext-envsubst,GPL-3.0-or-later AND LGPL-2.0-or-later AND GFDL-1.2-or-later,2
gettext-libs,LGPL-2.0-or-later AND GPL-3.0-or-later,2
gettext-runtime,GPL-3.0-or-later AND LGPL-2.0-or-later,2
ghostscript,AGPL-3.0-or-later,2
ghostscript-doc,AGPL-3.0-or-later,Not Applicable
ghostscript-tools-fonts,AGPL-3.0-or-later,2
ghostscript-tools-printing,AGPL-3.0-or-later,2
giflib,MIT,4
git,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-all,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-clang-format,Apache-2.0 WITH LLVM-exception OR NCSA,3
git-core,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-core-doc,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-credential-libsecret,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-daemon,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-email,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-gui,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-instaweb,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-lfs,MIT AND BSD-3-Clause,3
git-subtree,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
git-svn,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
gitk,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
gitweb,BSD-3-Clause AND GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND MIT,3
gjs,MIT AND BSD-3-Clause AND (MIT OR LGPL-2.0-or-later) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later) AND MPL-2.0 AND GPL-3.0-or-later AND AFL-2.1 AND Apache-2.0,2
glib2-devel,LGPL-2.1-or-later,2
glib2-tests,LGPL-2.1-or-later,2
glibc-devel,LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.1-only AND LGPL-2.0-or-later AND Unicode-DFS-2015 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only,2
glibc-doc,LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.1-only AND LGPL-2.0-or-later AND Unicode-DFS-2015 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only,Not Applicable
glibc-locale-source,LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.1-only AND LGPL-2.0-or-later AND Unicode-DFS-2015 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only,2
glibc-utils,LGPL-2.1-or-later AND SunPro AND LGPL-2.1-or-later WITH GCC-exception-2.0 AND BSD-3-Clause AND GPL-2.0-or-later AND LGPL-2.1-or-later WITH GNU-compiler-exception AND GPL-2.0-only AND ISC AND LicenseRef-Fedora-Public-Domain AND HPND AND CMU-Mach AND LGPL-2.1-only AND LGPL-2.0-or-later AND Unicode-DFS-2015 AND GFDL-1.1-or-later AND GPL-1.0-or-later AND FSFUL AND MIT AND Inner-Net-2.0 AND X11 AND GPL-2.0-or-later WITH GCC-exception-2.0 AND GFDL-1.3-only AND GFDL-1.1-only,2
glibmm2.68,LGPL-2.1-or-later AND GPL-2.0-or-later,2
glslang,BSD-2-Clause AND BSD-3-Clause AND GPL-3.0-or-later AND Apache-2.0,4
glslc,Apache-2.0,2
glx-utils,MIT,2
glycin-loaders,Apache-2.0 AND BSD-2-Clause AND BSD-3-Clause AND GPL-3.0-or-later AND LGPL-2.1-or-later AND MIT AND MPL-2.0 AND Unicode-DFS-2016 AND (Apache-2.0 OR MIT) AND (0BSD OR MIT OR Apache-2.0) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND (MIT OR Apache-2.0 OR Zlib) AND (MPL-2.0 OR LGPL-2.1-or-later) AND (Unlicense OR MIT),4
gmp-c++,(LGPL-3.0-or-later OR GPL-2.0-or-later OR (LGPL-3.0-or-later AND GPL-2.0-or-later)) AND GFDL-1.3-invariants-or-later,2
gmp-devel,(LGPL-3.0-or-later OR GPL-2.0-or-later OR (LGPL-3.0-or-later AND GPL-2.0-or-later)) AND GFDL-1.3-invariants-or-later,2
gnome-autoar,LGPL-2.1-or-later,2
gnome-bluetooth,GPL-2.0-or-later,2
gnome-bluetooth-libs,LGPL-2.1-or-later,4
gnome-browser-connector,GPL-3.0-or-later,2
gnome-calculator,GPL-3.0-or-later,2
gnome-characters,BSD-3-Clause AND GPL-2.0-or-later,2
gnome-classic-session,GPL-2.0-or-later,2
gnome-clocks,GPL-2.0-or-later AND CC-BY-SA-3.0 AND CC0-1.0,2
gnome-color-manager,GPL-2.0-or-later,2
gnome-connections,GPL-3.0-or-later,2
gnome-control-center,GPL-2.0-or-later AND CC0-1.0,2
gnome-control-center-filesystem,GPL-2.0-or-later AND CC0-1.0,2
gnome-desktop3,GPL-2.0-or-later AND LGPL-2.0-or-later AND GFDL-1.1-or-later,2
gnome-desktop4,GPL-2.0-or-later AND LGPL-2.0-or-later,2
gnome-devel-docs,GFDL-1.1-or-later AND CC-BY-SA-3.0 AND CC-BY-SA-4.0 AND CC-BY-SA-3.0 WITH GNOME-examples-exception,Not Applicable
gnome-disk-utility,GPL-2.0-or-later,2
gnome-extensions-app,GPL-2.0-or-later,4
gnome-font-viewer,GPL-2.0-or-later,2
gnome-initial-setup,GPL-2.0-or-later,2
gnome-keyring,GPL-2.0-only AND GPL-2.0-or-later AND LGPL-2.1-or-later AND ((GPL-2.0-or-later OR LGPL-3.0-or-later) OR BSD-3-Clause) AND (MPL-1.1 OR GPL-2.0-or-later OR LGPL-2.1-or-later),2
gnome-keyring-pam,LGPL-2.1-or-later,2
gnome-kiosk,GPL-2.0-or-later,2
gnome-kiosk-script-session,GPL-2.0-or-later,2
gnome-kiosk-search-appliance,GPL-2.0-or-later,2
gnome-menus,LGPL-2.0-or-later,2
gnome-online-accounts,LGPL-2.0-or-later AND CC-BY-SA-4.0,2
gnome-ponytail-daemon,GPL-2.0-or-later,2
gnome-remote-desktop,GPL-2.0-or-later,2
gnome-session,GPL-2.0-or-later,2
gnome-session-wayland-session,GPL-2.0-or-later,2
gnome-settings-daemon,GPL-2.0-or-later AND LGPL-2.1-or-later,2
gnome-settings-daemon-server-defaults,GPL-2.0-or-later AND LGPL-2.1-or-later,2
gnome-shell,GPL-2.0-or-later,4
gnome-shell-extension-apps-menu,GPL-2.0-or-later,4
gnome-shell-extension-auto-move-windows,GPL-2.0-or-later,4
gnome-shell-extension-background-logo,GPL-2.0-or-later,Not Applicable
gnome-shell-extension-classification-banner,GPLv2+,2
gnome-shell-extension-common,GPL-2.0-or-later,4
gnome-shell-extension-custom-menu,GPLv2+,4
gnome-shell-extension-dash-to-dock,GPL-2.0-or-later,4
gnome-shell-extension-dash-to-panel,GPL-2.0-or-later,2
gnome-shell-extension-desktop-icons,GPL-2.0-or-later,4
gnome-shell-extension-drive-menu,GPL-2.0-or-later,4
gnome-shell-extension-gesture-inhibitor,GPLv2+,4
gnome-shell-extension-heads-up-display,GPLv3+,4
gnome-shell-extension-launch-new-instance,GPL-2.0-or-later,4
gnome-shell-extension-light-style,GPL-2.0-or-later,2
gnome-shell-extension-native-window-placement,GPL-2.0-or-later,4
gnome-shell-extension-places-menu,GPL-2.0-or-later,4
gnome-shell-extension-screenshot-window-sizer,GPL-2.0-or-later,4
gnome-shell-extension-status-icons,GPLv2+,2
gnome-shell-extension-system-monitor,GPL-2.0-or-later,2
gnome-shell-extension-user-theme,GPL-2.0-or-later,4
gnome-shell-extension-window-list,GPL-2.0-or-later,4
gnome-shell-extension-windowsNavigator,GPL-2.0-or-later,4
gnome-shell-extension-workspace-indicator,GPL-2.0-or-later,4
gnome-software,GPL-2.0-or-later,4
gnome-software-fedora-langpacks,GPL-2.0-or-later,4
gnome-system-monitor,GPL-2.0-or-later,2
gnome-text-editor,GPL-3.0-or-later AND CC0-1.0,2
gnome-tour,(Apache-2.0 OR MIT) AND (Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT) AND CC-BY-SA-3.0 AND GPL-3.0-or-later AND MIT AND (MIT OR Apache-2.0) AND Unicode-DFS-2016 AND (Unlicense OR MIT),4
gnome-user-docs,CC-BY-SA-3.0,Not Applicable
gnu-efi,BSD-2-Clause AND BSD-2-Clause-Patent AND BSD-3-Clause AND BSD-4-Clause AND GPL-2.0-or-later AND GPL-2.0-only,2
gnupg2-smime,CC0-1.0 AND GPL-2.0-or-later AND GPL-3.0-or-later AND LGPL-2.1-or-later AND LGPL-3.0-or-later AND (BSD-3-Clause OR LGPL-3.0-or-later OR GPL-2.0-or-later) AND CC-BY-4.0 AND MIT,2
gnutls-c++,GPL-3.0-or-later AND LGPL-2.1-or-later,2
gnutls-dane,GPL-3.0-or-later AND LGPL-2.1-or-later,2
gnutls-devel,GPL-3.0-or-later AND LGPL-2.1-or-later,2
gnutls-fips,GPL-3.0-or-later AND LGPL-2.1-or-later,2
gnutls-utils,GPL-3.0-or-later,2
go-filesystem,LicenseRef-Fedora-Public-Domain,3
go-rpm-macros,GPL-3.0-or-later,3
go-rpm-templates,MIT,3
go-srpm-macros,GPL-3.0-or-later,2
go-toolset,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,3
golang,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,3
golang-bin,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,3
golang-docs,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,Not Applicable
golang-misc,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,3
golang-src,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,3
golang-tests,BSD-3-Clause AND LicenseRef-Fedora-Public-Domain,3
google-carlito-fonts,OFL-1.1,2
google-crosextra-caladea-fonts,Apache-2.0,2
google-droid-sans-fonts,Apache-2.0,2
google-droid-sans-mono-fonts,Apache-2.0,2
google-droid-serif-fonts,Apache-2.0,2
google-guice,Apache-2.0,2
google-noto-color-emoji-fonts,OFL-1.1 AND Apache-2.0,2
google-noto-emoji-fonts,OFL-1.1 AND Apache-2.0,4
google-noto-fangsong-kss-rotated-fonts,OFL-1.1,2
google-noto-fangsong-kss-vertical-fonts,OFL-1.1,2
google-noto-fonts-all,OFL-1.1,2
google-noto-kufi-arabic-fonts,OFL-1.1,2
google-noto-kufi-arabic-vf-fonts,OFL-1.1,2
google-noto-music-fonts,OFL-1.1,2
google-noto-naskh-arabic-fonts,OFL-1.1,2
google-noto-naskh-arabic-ui-fonts,OFL-1.1,2
google-noto-naskh-arabic-ui-vf-fonts,OFL-1.1,2
google-noto-naskh-arabic-vf-fonts,OFL-1.1,2
google-noto-nastaliq-urdu-fonts,OFL-1.1,2
google-noto-nastaliq-urdu-vf-fonts,OFL-1.1,2
google-noto-rashi-hebrew-fonts,OFL-1.1,2
google-noto-rashi-hebrew-vf-fonts,OFL-1.1,2
google-noto-sans-adlam-fonts,OFL-1.1,2
google-noto-sans-adlam-unjoined-fonts,OFL-1.1,2
google-noto-sans-adlam-unjoined-vf-fonts,OFL-1.1,2
google-noto-sans-adlam-vf-fonts,OFL-1.1,2
google-noto-sans-anatolian-hieroglyphs-fonts,OFL-1.1,2
google-noto-sans-arabic-fonts,OFL-1.1,2
google-noto-sans-arabic-vf-fonts,OFL-1.1,2
google-noto-sans-armenian-fonts,OFL-1.1,2
google-noto-sans-armenian-vf-fonts,OFL-1.1,2
google-noto-sans-avestan-fonts,OFL-1.1,2
google-noto-sans-balinese-fonts,OFL-1.1,2
google-noto-sans-balinese-vf-fonts,OFL-1.1,2
google-noto-sans-bamum-fonts,OFL-1.1,2
google-noto-sans-bamum-vf-fonts,OFL-1.1,2
google-noto-sans-bassa-vah-fonts,OFL-1.1,2
google-noto-sans-bassa-vah-vf-fonts,OFL-1.1,2
google-noto-sans-batak-fonts,OFL-1.1,2
google-noto-sans-bengali-fonts,OFL-1.1,2
google-noto-sans-bengali-ui-fonts,OFL-1.1,2
google-noto-sans-bengali-vf-fonts,OFL-1.1,2
google-noto-sans-bhaiksuki-fonts,OFL-1.1,2
google-noto-sans-brahmi-fonts,OFL-1.1,2
google-noto-sans-buginese-fonts,OFL-1.1,2
google-noto-sans-buhid-fonts,OFL-1.1,2
google-noto-sans-canadian-aboriginal-fonts,OFL-1.1,2
google-noto-sans-canadian-aboriginal-vf-fonts,OFL-1.1,2
google-noto-sans-carian-fonts,OFL-1.1,2
google-noto-sans-caucasian-albanian-fonts,OFL-1.1,2
google-noto-sans-chakma-fonts,OFL-1.1,2
google-noto-sans-cham-fonts,OFL-1.1,2
google-noto-sans-cham-vf-fonts,OFL-1.1,2
google-noto-sans-cherokee-fonts,OFL-1.1,2
google-noto-sans-cherokee-vf-fonts,OFL-1.1,2
google-noto-sans-chorasmian-fonts,OFL-1.1,2
google-noto-sans-cjk-fonts,OFL-1.1,2
google-noto-sans-cjk-vf-fonts,OFL-1.1,2
google-noto-sans-coptic-fonts,OFL-1.1,2
google-noto-sans-cuneiform-fonts,OFL-1.1,2
google-noto-sans-cypriot-fonts,OFL-1.1,2
google-noto-sans-cypro-minoan-fonts,OFL-1.1,2
google-noto-sans-deseret-fonts,OFL-1.1,2
google-noto-sans-devanagari-fonts,OFL-1.1,2
google-noto-sans-devanagari-ui-fonts,OFL-1.1,2
google-noto-sans-devanagari-vf-fonts,OFL-1.1,2
google-noto-sans-duployan-fonts,OFL-1.1,2
google-noto-sans-egyptian-hieroglyphs-fonts,OFL-1.1,2
google-noto-sans-elbasan-fonts,OFL-1.1,2
google-noto-sans-elymaic-fonts,OFL-1.1,2
google-noto-sans-ethiopic-fonts,OFL-1.1,2
google-noto-sans-ethiopic-vf-fonts,OFL-1.1,2
google-noto-sans-fonts,OFL-1.1,2
google-noto-sans-georgian-fonts,OFL-1.1,2
google-noto-sans-georgian-vf-fonts,OFL-1.1,2
google-noto-sans-glagolitic-fonts,OFL-1.1,2
google-noto-sans-gothic-fonts,OFL-1.1,2
google-noto-sans-grantha-fonts,OFL-1.1,2
google-noto-sans-gujarati-fonts,OFL-1.1,2
google-noto-sans-gujarati-ui-fonts,OFL-1.1,2
google-noto-sans-gujarati-vf-fonts,OFL-1.1,2
google-noto-sans-gunjala-gondi-fonts,OFL-1.1,2
google-noto-sans-gunjala-gondi-vf-fonts,OFL-1.1,2
google-noto-sans-gurmukhi-fonts,OFL-1.1,2
google-noto-sans-gurmukhi-ui-fonts,OFL-1.1,2
google-noto-sans-gurmukhi-vf-fonts,OFL-1.1,2
google-noto-sans-hanifi-rohingya-fonts,OFL-1.1,2
google-noto-sans-hanifi-rohingya-vf-fonts,OFL-1.1,2
google-noto-sans-hanunoo-fonts,OFL-1.1,2
google-noto-sans-hatran-fonts,OFL-1.1,2
google-noto-sans-hebrew-fonts,OFL-1.1,2
google-noto-sans-hebrew-vf-fonts,OFL-1.1,2
google-noto-sans-imperial-aramaic-fonts,OFL-1.1,2
google-noto-sans-indic-siyaq-numbers-fonts,OFL-1.1,2
google-noto-sans-inscriptional-pahlavi-fonts,OFL-1.1,2
google-noto-sans-inscriptional-parthian-fonts,OFL-1.1,2
google-noto-sans-javanese-fonts,OFL-1.1,2
google-noto-sans-javanese-vf-fonts,OFL-1.1,2
google-noto-sans-kaithi-fonts,OFL-1.1,2
google-noto-sans-kannada-fonts,OFL-1.1,2
google-noto-sans-kannada-ui-fonts,OFL-1.1,2
google-noto-sans-kannada-ui-vf-fonts,OFL-1.1,2
google-noto-sans-kannada-vf-fonts,OFL-1.1,2
google-noto-sans-kawi-fonts,OFL-1.1,2
google-noto-sans-kawi-vf-fonts,OFL-1.1,2
google-noto-sans-kayah-li-fonts,OFL-1.1,2
google-noto-sans-kayah-li-vf-fonts,OFL-1.1,2
google-noto-sans-kharoshthi-fonts,OFL-1.1,2
google-noto-sans-khmer-fonts,OFL-1.1,2
google-noto-sans-khmer-vf-fonts,OFL-1.1,2
google-noto-sans-khojki-fonts,OFL-1.1,2
google-noto-sans-khudawadi-fonts,OFL-1.1,2
google-noto-sans-lao-fonts,OFL-1.1,2
google-noto-sans-lao-looped-fonts,OFL-1.1,2
google-noto-sans-lao-looped-vf-fonts,OFL-1.1,2
google-noto-sans-lao-vf-fonts,OFL-1.1,2
google-noto-sans-lepcha-fonts,OFL-1.1,2
google-noto-sans-limbu-fonts,OFL-1.1,2
google-noto-sans-linear-a-fonts,OFL-1.1,2
google-noto-sans-linear-b-fonts,OFL-1.1,2
google-noto-sans-lisu-fonts,OFL-1.1,2
google-noto-sans-lisu-vf-fonts,OFL-1.1,2
google-noto-sans-lycian-fonts,OFL-1.1,2
google-noto-sans-lydian-fonts,OFL-1.1,2
google-noto-sans-mahajani-fonts,OFL-1.1,2
google-noto-sans-malayalam-fonts,OFL-1.1,2
google-noto-sans-malayalam-ui-fonts,OFL-1.1,2
google-noto-sans-malayalam-ui-vf-fonts,OFL-1.1,2
google-noto-sans-malayalam-vf-fonts,OFL-1.1,2
google-noto-sans-mandaic-fonts,OFL-1.1,2
google-noto-sans-manichaean-fonts,OFL-1.1,2
google-noto-sans-marchen-fonts,OFL-1.1,2
google-noto-sans-masaram-gondi-fonts,OFL-1.1,2
google-noto-sans-math-fonts,OFL-1.1,2
google-noto-sans-mayan-numerals-fonts,OFL-1.1,2
google-noto-sans-medefaidrin-fonts,OFL-1.1,2
google-noto-sans-medefaidrin-vf-fonts,OFL-1.1,2
google-noto-sans-meetei-mayek-fonts,OFL-1.1,2
google-noto-sans-meetei-mayek-vf-fonts,OFL-1.1,2
google-noto-sans-mende-kikakui-fonts,OFL-1.1,2
google-noto-sans-meroitic-fonts,OFL-1.1,2
google-noto-sans-miao-fonts,OFL-1.1,2
google-noto-sans-modi-fonts,OFL-1.1,2
google-noto-sans-mongolian-fonts,OFL-1.1,2
google-noto-sans-mono-cjk-vf-fonts,OFL-1.1,2
google-noto-sans-mono-fonts,OFL-1.1,2
google-noto-sans-mro-fonts,OFL-1.1,2
google-noto-sans-multani-fonts,OFL-1.1,2
google-noto-sans-myanmar-fonts,OFL-1.1,2
google-noto-sans-myanmar-vf-fonts,OFL-1.1,2
google-noto-sans-nabataean-fonts,OFL-1.1,2
google-noto-sans-nag-mundari-fonts,OFL-1.1,2
google-noto-sans-nag-mundari-vf-fonts,OFL-1.1,2
google-noto-sans-nandinagari-fonts,OFL-1.1,2
google-noto-sans-new-tai-lue-fonts,OFL-1.1,2
google-noto-sans-new-tai-lue-vf-fonts,OFL-1.1,2
google-noto-sans-newa-fonts,OFL-1.1,2
google-noto-sans-nko-fonts,OFL-1.1,2
google-noto-sans-nko-unjoined-fonts,OFL-1.1,2
google-noto-sans-nko-unjoined-vf-fonts,OFL-1.1,2
google-noto-sans-nushu-fonts,OFL-1.1,2
google-noto-sans-ogham-fonts,OFL-1.1,2
google-noto-sans-ol-chiki-fonts,OFL-1.1,2
google-noto-sans-ol-chiki-vf-fonts,OFL-1.1,2
google-noto-sans-old-hungarian-fonts,OFL-1.1,2
google-noto-sans-old-italic-fonts,OFL-1.1,2
google-noto-sans-old-north-arabian-fonts,OFL-1.1,2
google-noto-sans-old-permic-fonts,OFL-1.1,2
google-noto-sans-old-persian-fonts,OFL-1.1,2
google-noto-sans-old-sogdian-fonts,OFL-1.1,2
google-noto-sans-old-south-arabian-fonts,OFL-1.1,2
google-noto-sans-old-turkic-fonts,OFL-1.1,2
google-noto-sans-oriya-fonts,OFL-1.1,2
google-noto-sans-oriya-vf-fonts,OFL-1.1,2
google-noto-sans-osage-fonts,OFL-1.1,2
google-noto-sans-osmanya-fonts,OFL-1.1,2
google-noto-sans-pahawh-hmong-fonts,OFL-1.1,2
